Run #,Times 0,Times 1,Times 2,Times 3,Times 4,Times 5,Times 6,Times 7,Times 8,Times 9,Times 10,Times 11,Times 12,Times 13,Times 14,Times 15,Times 16,Times 17,Times 18,Times 19,Percent 0,Percent 1,Percent 2,Percent 3,Percent 4,Percent 5,Percent 6,Percent 7,Percent 8,Percent 9,Percent 10,Percent 11,Percent 12,Percent 13,Percent 14,Percent 15,Percent 16,Percent 17,Percent 18,Percent 19
485,480,511,506,461,495,528,473,495,517,480,521,529,527,516,457,492,555,492,480,4.85,4.8,5.11,5.06,4.61,4.95,5.28,4.73,4.95,5.17,4.8,5.21,5.29,5.27,5.16,4.57,4.92,5.55,4.92,4.8
496,499,496,509,534,497,491,540,472,462,525,522,516,493,472,491,506,496,471,512,4.96,4.99,4.96,5.09,5.34,4.97,4.91,5.4,4.72,4.62,5.25,5.22,5.16,4.93,4.72,4.91,5.06,4.96,4.71,5.12
471,523,537,527,471,497,455,517,489,520,459,492,492,484,505,506,484,517,519,535,4.71,5.23,5.37,5.27,4.71,4.97,4.55,5.17,4.89,5.2,4.59,4.92,4.92,4.84,5.05,5.06,4.84,5.17,5.19,5.35
495,472,478,480,489,558,530,451,517,504,471,543,536,550,488,493,455,507,482,501,4.95,4.72,4.78,4.8,4.89,5.58,5.3,4.51,5.17,5.04,4.71,5.43,5.36,5.5,4.88,4.93,4.55,5.07,4.82,5.01
485,524,495,485,542,501,506,490,476,493,490,518,515,487,471,465,509,532,513,503,4.85,5.24,4.95,4.85,5.42,5.01,5.06,4.9,4.76,4.93,4.9,5.18,5.15,4.87,4.71,4.65,5.09,5.32,5.13,5.03
475,488,486,500,491,506,515,529,504,482,549,481,513,508,498,503,486,495,508,483,4.75,4.88,4.86,5.0,4.91,5.06,5.15,5.29,5.04,4.82,5.49,4.81,5.13,5.08,4.98,5.03,4.86,4.95,5.08,4.83
488,503,490,480,500,507,509,523,498,507,491,487,508,527,486,500,518,505,514,459,4.88,5.03,4.9,4.8,5.0,5.07,5.09,5.23,4.98,5.07,4.91,4.87,5.08,5.27,4.86,5.0,5.18,5.05,5.14,4.59
508,492,474,506,459,536,495,497,475,505,484,526,498,527,522,506,461,543,498,488,5.08,4.92,4.74,5.06,4.59,5.36,4.95,4.97,4.75,5.05,4.84,5.26,4.98,5.27,5.22,5.06,4.61,5.43,4.98,4.88
502,521,491,492,493,522,493,503,490,502,503,528,489,483,472,508,478,528,504,498,5.02,5.21,4.91,4.92,4.93,5.22,4.93,5.03,4.9,5.02,5.03,5.28,4.89,4.83,4.72,5.08,4.78,5.28,5.04,4.98
533,502,496,503,498,482,480,489,481,474,500,513,498,511,514,505,515,509,516,481,5.33,5.02,4.96,5.03,4.98,4.82,4.8,4.89,4.81,4.74,5.0,5.13,4.98,5.11,5.14,5.05,5.15,5.09,5.16,4.81
479,512,504,521,505,481,491,509,499,474,519,494,512,486,492,498,482,502,506,534,4.79,5.12,5.04,5.21,5.05,4.81,4.91,5.09,4.99,4.74,5.19,4.94,5.12,4.86,4.92,4.98,4.82,5.02,5.06,5.34
481,530,487,516,520,482,522,523,484,503,521,511,495,465,495,494,480,485,509,497,4.81,5.3,4.87,5.16,5.2,4.82,5.22,5.23,4.84,5.03,5.21,5.11,4.95,4.65,4.95,4.94,4.8,4.85,5.09,4.97
502,509,460,474,518,503,511,490,510,515,515,495,503,509,489,490,499,512,499,497,5.02,5.09,4.6,4.74,5.18,5.03,5.11,4.9,5.1,5.15,5.15,4.95,5.03,5.09,4.89,4.9,4.99,5.12,4.99,4.97
502,493,467,519,535,515,481,479,496,507,486,523,480,501,455,504,533,520,484,520,5.02,4.93,4.67,5.19,5.35,5.15,4.81,4.79,4.96,5.07,4.86,5.23,4.8,5.01,4.55,5.04,5.33,5.2,4.84,5.2
470,507,511,504,521,533,495,509,501,522,477,529,465,504,537,488,463,473,483,508,4.7,5.07,5.11,5.04,5.21,5.33,4.95,5.09,5.01,5.22,4.77,5.29,4.65,5.04,5.37,4.88,4.63,4.73,4.83,5.08
488,492,451,520,500,497,482,537,514,467,524,509,503,544,489,499,473,478,532,501,4.88,4.92,4.51,5.2,5.0,4.97,4.82,5.37,5.14,4.67,5.24,5.09,5.03,5.44,4.89,4.99,4.73,4.78,5.32,5.01
515,536,475,527,537,479,465,482,532,508,483,463,473,518,486,499,513,498,476,535,5.15,5.36,4.75,5.27,5.37,4.79,4.65,4.82,5.32,5.08,4.83,4.63,4.73,5.18,4.86,4.99,5.13,4.98,4.76,5.35
482,484,533,520,494,484,520,446,480,534,445,497,515,496,530,525,476,501,527,511,4.82,4.84,5.33,5.2,4.94,4.84,5.2,4.46,4.8,5.34,4.45,4.97,5.15,4.96,5.3,5.25,4.76,5.01,5.27,5.11
488,497,505,492,471,506,514,522,471,493,520,484,539,482,458,517,497,519,491,534,4.88,4.97,5.05,4.92,4.71,5.06,5.14,5.22,4.71,4.93,5.2,4.84,5.39,4.82,4.58,5.17,4.97,5.19,4.91,5.34
493,483,494,465,515,477,486,524,515,532,493,522,513,483,500,482,469,543,522,489,4.93,4.83,4.94,4.65,5.15,4.77,4.86,5.24,5.15,5.32,4.93,5.22,5.13,4.83,5.0,4.82,4.69,5.43,5.22,4.89
492,497,491,482,494,497,490,520,507,495,496,523,476,537,502,511,475,528,489,498,4.92,4.97,4.91,4.82,4.94,4.97,4.9,5.2,5.07,4.95,4.96,5.23,4.76,5.37,5.02,5.11,4.75,5.28,4.89,4.98
516,503,489,462,524,507,510,493,520,522,490,489,487,472,530,521,484,479,493,509,5.16,5.03,4.89,4.62,5.24,5.07,5.1,4.93,5.2,5.22,4.9,4.89,4.87,4.72,5.3,5.21,4.84,4.79,4.93,5.09
489,511,481,503,491,533,513,493,517,504,471,517,487,518,498,493,482,465,521,513,4.89,5.11,4.81,5.03,4.91,5.33,5.13,4.93,5.17,5.04,4.71,5.17,4.87,5.18,4.98,4.93,4.82,4.65,5.21,5.13
425,496,518,474,512,468,529,518,510,506,486,503,495,506,499,500,498,503,561,493,4.25,4.96,5.18,4.74,5.12,4.68,5.29,5.18,5.1,5.06,4.86,5.03,4.95,5.06,4.99,5.0,4.98,5.03,5.61,4.93
470,487,478,521,490,481,505,545,461,500,500,510,536,519,496,524,518,488,456,515,4.7,4.87,4.78,5.21,4.9,4.81,5.05,5.45,4.61,5.0,5.0,5.1,5.36,5.19,4.96,5.24,5.18,4.88,4.56,5.15
484,524,511,478,517,550,504,518,510,500,499,489,455,482,513,473,498,489,516,490,4.84,5.24,5.11,4.78,5.17,5.5,5.04,5.18,5.1,5.0,4.99,4.89,4.55,4.82,5.13,4.73,4.98,4.89,5.16,4.9
516,465,493,496,508,491,460,480,484,516,479,510,512,564,502,507,522,514,483,498,5.16,4.65,4.93,4.96,5.08,4.91,4.6,4.8,4.84,5.16,4.79,5.1,5.12,5.64,5.02,5.07,5.22,5.14,4.83,4.98
507,513,519,510,460,484,494,503,507,526,491,473,509,483,524,520,480,488,510,499,5.07,5.13,5.19,5.1,4.6,4.84,4.94,5.03,5.07,5.26,4.91,4.73,5.09,4.83,5.24,5.2,4.8,4.88,5.1,4.99
460,499,494,491,517,503,478,505,500,496,508,475,532,539,476,523,562,457,488,497,4.6,4.99,4.94,4.91,5.17,5.03,4.78,5.05,5.0,4.96,5.08,4.75,5.32,5.39,4.76,5.23,5.62,4.57,4.88,4.97
484,510,500,525,503,526,467,533,527,514,472,507,497,491,514,457,496,474,491,512,4.84,5.1,5.0,5.25,5.03,5.26,4.67,5.33,5.27,5.14,4.72,5.07,4.97,4.91,5.14,4.57,4.96,4.74,4.91,5.12
481,515,499,497,467,483,510,493,502,519,490,510,468,528,451,499,527,509,540,512,4.81,5.15,4.99,4.97,4.67,4.83,5.1,4.93,5.02,5.19,4.9,5.1,4.68,5.28,4.51,4.99,5.27,5.09,5.4,5.12
468,489,495,535,491,499,478,507,510,482,522,529,496,507,481,501,496,473,502,539,4.68,4.89,4.95,5.35,4.91,4.99,4.78,5.07,5.1,4.82,5.22,5.29,4.96,5.07,4.81,5.01,4.96,4.73,5.02,5.39
495,490,526,476,515,529,494,506,533,480,498,527,501,464,520,459,499,484,508,496,4.95,4.9,5.26,4.76,5.15,5.29,4.94,5.06,5.33,4.8,4.98,5.27,5.01,4.64,5.2,4.59,4.99,4.84,5.08,4.96
493,526,508,486,519,485,511,498,444,482,491,518,499,536,472,521,542,482,458,529,4.93,5.26,5.08,4.86,5.19,4.85,5.11,4.98,4.44,4.82,4.91,5.18,4.99,5.36,4.72,5.21,5.42,4.82,4.58,5.29
473,519,534,516,477,546,556,452,500,486,515,512,505,500,464,505,502,477,518,443,4.73,5.19,5.34,5.16,4.77,5.46,5.56,4.52,5.0,4.86,5.15,5.12,5.05,5.0,4.64,5.05,5.02,4.77,5.18,4.43
505,484,507,463,521,520,505,506,484,477,517,482,533,509,504,463,512,503,503,502,5.05,4.84,5.07,4.63,5.21,5.2,5.05,5.06,4.84,4.77,5.17,4.82,5.33,5.09,5.04,4.63,5.12,5.03,5.03,5.02
509,511,489,477,531,514,526,503,453,485,472,538,486,456,522,502,524,488,527,487,5.09,5.11,4.89,4.77,5.31,5.14,5.26,5.03,4.53,4.85,4.72,5.38,4.86,4.56,5.22,5.02,5.24,4.88,5.27,4.87
481,508,487,510,498,538,504,514,480,455,512,529,506,515,499,488,485,494,484,513,4.81,5.08,4.87,5.1,4.98,5.38,5.04,5.14,4.8,4.55,5.12,5.29,5.06,5.15,4.99,4.88,4.85,4.94,4.84,5.13
481,523,475,508,518,466,533,532,517,539,511,458,491,476,520,491,525,495,482,459,4.81,5.23,4.75,5.08,5.18,4.66,5.33,5.32,5.17,5.39,5.11,4.58,4.91,4.76,5.2,4.91,5.25,4.95,4.82,4.59
472,543,553,511,491,433,528,485,498,519,505,525,488,509,463,505,475,503,479,515,4.72,5.43,5.53,5.11,4.91,4.33,5.28,4.85,4.98,5.19,5.05,5.25,4.88,5.09,4.63,5.05,4.75,5.03,4.79,5.15
507,508,484,491,498,470,544,488,492,490,535,477,496,463,521,486,501,491,512,546,5.07,5.08,4.84,4.91,4.98,4.7,5.44,4.88,4.92,4.9,5.35,4.77,4.96,4.63,5.21,4.86,5.01,4.91,5.12,5.46
509,505,483,511,531,482,480,476,502,475,510,529,491,493,532,502,472,514,516,487,5.09,5.05,4.83,5.11,5.31,4.82,4.8,4.76,5.02,4.75,5.1,5.29,4.91,4.93,5.32,5.02,4.72,5.14,5.16,4.87
467,531,492,517,535,508,513,484,503,492,469,531,520,510,511,495,499,474,490,459,4.67,5.31,4.92,5.17,5.35,5.08,5.13,4.84,5.03,4.92,4.69,5.31,5.2,5.1,5.11,4.95,4.99,4.74,4.9,4.59
479,532,473,524,522,495,495,497,513,460,502,497,476,484,551,465,535,460,533,507,4.79,5.32,4.73,5.24,5.22,4.95,4.95,4.97,5.13,4.6,5.02,4.97,4.76,4.84,5.51,4.65,5.35,4.6,5.33,5.07
468,538,525,497,491,487,489,512,526,517,457,500,510,555,441,512,502,488,460,525,4.68,5.38,5.25,4.97,4.91,4.87,4.89,5.12,5.26,5.17,4.57,5.0,5.1,5.55,4.41,5.12,5.02,4.88,4.6,5.25
505,513,510,499,469,532,528,471,505,539,499,485,455,460,517,510,482,552,504,465,5.05,5.13,5.1,4.99,4.69,5.32,5.28,4.71,5.05,5.39,4.99,4.85,4.55,4.6,5.17,5.1,4.82,5.52,5.04,4.65
515,522,498,501,456,503,474,504,509,527,512,491,484,530,481,498,535,502,496,462,5.15,5.22,4.98,5.01,4.56,5.03,4.74,5.04,5.09,5.27,5.12,4.91,4.84,5.3,4.81,4.98,5.35,5.02,4.96,4.62
460,488,508,507,541,505,508,499,524,504,528,452,540,461,544,500,480,484,477,490,4.6,4.88,5.08,5.07,5.41,5.05,5.08,4.99,5.24,5.04,5.28,4.52,5.4,4.61,5.44,5.0,4.8,4.84,4.77,4.9
498,499,452,491,476,535,511,555,507,510,502,507,497,495,468,500,521,502,482,492,4.98,4.99,4.52,4.91,4.76,5.35,5.11,5.55,5.07,5.1,5.02,5.07,4.97,4.95,4.68,5.0,5.21,5.02,4.82,4.92
524,521,500,505,482,443,497,465,507,535,556,516,483,469,482,514,500,508,522,471,5.24,5.21,5.0,5.05,4.82,4.43,4.97,4.65,5.07,5.35,5.56,5.16,4.83,4.69,4.82,5.14,5.0,5.08,5.22,4.71
522,496,510,480,511,502,498,507,448,493,498,490,498,517,522,542,517,511,454,484,5.22,4.96,5.1,4.8,5.11,5.02,4.98,5.07,4.48,4.93,4.98,4.9,4.98,5.17,5.22,5.42,5.17,5.11,4.54,4.84
522,543,470,487,482,491,524,518,478,514,467,492,517,480,494,492,493,492,504,540,5.22,5.43,4.7,4.87,4.82,4.91,5.24,5.18,4.78,5.14,4.67,4.92,5.17,4.8,4.94,4.92,4.93,4.92,5.04,5.4
513,459,516,484,526,453,491,510,505,511,520,508,479,516,540,519,500,481,492,477,5.13,4.59,5.16,4.84,5.26,4.53,4.91,5.1,5.05,5.11,5.2,5.08,4.79,5.16,5.4,5.19,5.0,4.81,4.92,4.77
470,487,486,514,474,531,496,512,485,552,498,465,523,527,483,528,474,474,520,501,4.7,4.87,4.86,5.14,4.74,5.31,4.96,5.12,4.85,5.52,4.98,4.65,5.23,5.27,4.83,5.28,4.74,4.74,5.2,5.01
472,548,489,502,538,509,480,493,528,456,486,481,504,510,428,519,515,510,512,520,4.72,5.48,4.89,5.02,5.38,5.09,4.8,4.93,5.28,4.56,4.86,4.81,5.04,5.1,4.28,5.19,5.15,5.1,5.12,5.2
498,491,527,491,494,477,477,499,492,545,486,488,533,539,491,517,524,469,493,469,4.98,4.91,5.27,4.91,4.94,4.77,4.77,4.99,4.92,5.45,4.86,4.88,5.33,5.39,4.91,5.17,5.24,4.69,4.93,4.69
487,493,527,480,489,514,543,530,537,501,499,498,465,494,464,490,496,489,526,478,4.87,4.93,5.27,4.8,4.89,5.14,5.43,5.3,5.37,5.01,4.99,4.98,4.65,4.94,4.64,4.9,4.96,4.89,5.26,4.78
492,495,484,491,461,497,494,488,506,534,495,519,503,534,512,510,510,483,506,486,4.92,4.95,4.84,4.91,4.61,4.97,4.94,4.88,5.06,5.34,4.95,5.19,5.03,5.34,5.12,5.1,5.1,4.83,5.06,4.86
431,504,482,527,518,491,504,518,493,525,517,518,489,511,525,487,509,490,463,498,4.31,5.04,4.82,5.27,5.18,4.91,5.04,5.18,4.93,5.25,5.17,5.18,4.89,5.11,5.25,4.87,5.09,4.9,4.63,4.98
505,513,528,507,491,522,510,538,468,461,509,479,481,526,492,465,495,485,505,520,5.05,5.13,5.28,5.07,4.91,5.22,5.1,5.38,4.68,4.61,5.09,4.79,4.81,5.26,4.92,4.65,4.95,4.85,5.05,5.2
539,516,498,525,477,497,512,539,485,462,495,530,476,493,497,477,485,491,473,533,5.39,5.16,4.98,5.25,4.77,4.97,5.12,5.39,4.85,4.62,4.95,5.3,4.76,4.93,4.97,4.77,4.85,4.91,4.73,5.33
499,527,475,498,472,475,474,518,504,468,501,511,482,557,502,490,505,501,546,495,4.99,5.27,4.75,4.98,4.72,4.75,4.74,5.18,5.04,4.68,5.01,5.11,4.82,5.57,5.02,4.9,5.05,5.01,5.46,4.95
513,522,453,497,530,495,503,475,509,524,504,502,485,467,488,498,494,506,493,542,5.13,5.22,4.53,4.97,5.3,4.95,5.03,4.75,5.09,5.24,5.04,5.02,4.85,4.67,4.88,4.98,4.94,5.06,4.93,5.42
495,500,506,514,499,482,517,515,518,480,533,515,476,473,478,512,502,482,496,507,4.95,5.0,5.06,5.14,4.99,4.82,5.17,5.15,5.18,4.8,5.33,5.15,4.76,4.73,4.78,5.12,5.02,4.82,4.96,5.07
486,441,509,498,478,483,498,515,528,518,481,508,486,499,563,567,489,487,513,453,4.86,4.41,5.09,4.98,4.78,4.83,4.98,5.15,5.28,5.18,4.81,5.08,4.86,4.99,5.63,5.67,4.89,4.87,5.13,4.53
534,496,492,470,507,511,502,481,467,518,515,487,509,488,491,502,505,511,520,494,5.34,4.96,4.92,4.7,5.07,5.11,5.02,4.81,4.67,5.18,5.15,4.87,5.09,4.88,4.91,5.02,5.05,5.11,5.2,4.94
526,492,517,528,474,500,478,488,523,485,528,507,470,454,516,495,503,487,526,503,5.26,4.92,5.17,5.28,4.74,5.0,4.78,4.88,5.23,4.85,5.28,5.07,4.7,4.54,5.16,4.95,5.03,4.87,5.26,5.03
488,508,472,492,493,480,527,488,499,546,473,478,520,493,466,504,526,495,517,535,4.88,5.08,4.72,4.92,4.93,4.8,5.27,4.88,4.99,5.46,4.73,4.78,5.2,4.93,4.66,5.04,5.26,4.95,5.17,5.35
523,496,472,485,494,502,509,526,486,467,560,520,469,486,488,517,486,479,519,516,5.23,4.96,4.72,4.85,4.94,5.02,5.09,5.26,4.86,4.67,5.6,5.2,4.69,4.86,4.88,5.17,4.86,4.79,5.19,5.16
476,494,501,444,499,450,510,524,533,509,519,505,481,493,502,490,495,517,553,505,4.76,4.94,5.01,4.44,4.99,4.5,5.1,5.24,5.33,5.09,5.19,5.05,4.81,4.93,5.02,4.9,4.95,5.17,5.53,5.05
512,473,488,509,460,511,467,494,489,500,531,480,482,519,488,484,509,551,518,535,5.12,4.73,4.88,5.09,4.6,5.11,4.67,4.94,4.89,5.0,5.31,4.8,4.82,5.19,4.88,4.84,5.09,5.51,5.18,5.35
467,499,490,500,507,510,449,522,512,521,472,491,508,515,505,507,503,505,485,532,4.67,4.99,4.9,5.0,5.07,5.1,4.49,5.22,5.12,5.21,4.72,4.91,5.08,5.15,5.05,5.07,5.03,5.05,4.85,5.32
532,489,487,491,461,535,484,535,517,472,477,467,547,520,525,478,480,534,519,450,5.32,4.89,4.87,4.91,4.61,5.35,4.84,5.35,5.17,4.72,4.77,4.67,5.47,5.2,5.25,4.78,4.8,5.34,5.19,4.5
485,528,519,489,524,492,499,535,500,515,485,487,489,480,473,453,518,528,493,508,4.85,5.28,5.19,4.89,5.24,4.92,4.99,5.35,5.0,5.15,4.85,4.87,4.89,4.8,4.73,4.53,5.18,5.28,4.93,5.08
477,524,528,482,514,466,478,516,482,501,510,505,512,520,485,512,488,504,521,475,4.77,5.24,5.28,4.82,5.14,4.66,4.78,5.16,4.82,5.01,5.1,5.05,5.12,5.2,4.85,5.12,4.88,5.04,5.21,4.75
504,482,507,470,531,507,481,470,507,510,478,508,524,511,516,509,493,522,485,485,5.04,4.82,5.07,4.7,5.31,5.07,4.81,4.7,5.07,5.1,4.78,5.08,5.24,5.11,5.16,5.09,4.93,5.22,4.85,4.85
499,485,502,502,516,518,518,501,488,510,470,493,504,434,509,511,519,480,535,506,4.99,4.85,5.02,5.02,5.16,5.18,5.18,5.01,4.88,5.1,4.7,4.93,5.04,4.34,5.09,5.11,5.19,4.8,5.35,5.06
497,516,527,487,475,507,484,545,466,473,505,531,499,489,498,509,540,506,451,495,4.97,5.16,5.27,4.87,4.75,5.07,4.84,5.45,4.66,4.73,5.05,5.31,4.99,4.89,4.98,5.09,5.4,5.06,4.51,4.95
519,494,460,490,505,528,468,483,503,498,489,485,499,532,539,519,465,512,511,501,5.19,4.94,4.6,4.9,5.05,5.28,4.68,4.83,5.03,4.98,4.89,4.85,4.99,5.32,5.39,5.19,4.65,5.12,5.11,5.01
531,450,475,457,485,511,488,502,495,508,471,543,526,501,505,530,500,512,504,506,5.31,4.5,4.75,4.57,4.85,5.11,4.88,5.02,4.95,5.08,4.71,5.43,5.26,5.01,5.05,5.3,5.0,5.12,5.04,5.06
516,494,528,492,462,509,563,484,535,490,483,487,503,509,499,535,494,473,459,485,5.16,4.94,5.28,4.92,4.62,5.09,5.63,4.84,5.35,4.9,4.83,4.87,5.03,5.09,4.99,5.35,4.94,4.73,4.59,4.85
492,499,501,537,500,478,500,474,475,521,483,487,506,501,535,526,505,487,474,519,4.92,4.99,5.01,5.37,5.0,4.78,5.0,4.74,4.75,5.21,4.83,4.87,5.06,5.01,5.35,5.26,5.05,4.87,4.74,5.19
482,520,468,507,557,482,480,489,519,532,459,452,541,483,500,506,492,496,527,508,4.82,5.2,4.68,5.07,5.57,4.82,4.8,4.89,5.19,5.32,4.59,4.52,5.41,4.83,5.0,5.06,4.92,4.96,5.27,5.08
500,511,485,474,469,527,494,511,501,480,524,498,522,511,487,506,496,503,504,497,5.0,5.11,4.85,4.74,4.69,5.27,4.94,5.11,5.01,4.8,5.24,4.98,5.22,5.11,4.87,5.06,4.96,5.03,5.04,4.97
473,485,492,508,538,479,534,481,497,504,478,513,504,529,466,497,509,534,471,508,4.73,4.85,4.92,5.08,5.38,4.79,5.34,4.81,4.97,5.04,4.78,5.13,5.04,5.29,4.66,4.97,5.09,5.34,4.71,5.08
496,536,521,497,496,473,496,543,493,512,498,476,497,477,516,521,502,500,452,498,4.96,5.36,5.21,4.97,4.96,4.73,4.96,5.43,4.93,5.12,4.98,4.76,4.97,4.77,5.16,5.21,5.02,5.0,4.52,4.98
451,486,489,506,526,452,529,503,528,502,485,502,478,480,513,481,509,497,548,535,4.51,4.86,4.89,5.06,5.26,4.52,5.29,5.03,5.28,5.02,4.85,5.02,4.78,4.8,5.13,4.81,5.09,4.97,5.48,5.35
473,521,510,466,545,463,503,506,481,510,525,498,499,499,490,442,498,528,535,508,4.73,5.21,5.1,4.66,5.45,4.63,5.03,5.06,4.81,5.1,5.25,4.98,4.99,4.99,4.9,4.42,4.98,5.28,5.35,5.08
548,509,531,521,499,452,472,509,495,480,507,524,471,514,525,496,483,490,487,487,5.48,5.09,5.31,5.21,4.99,4.52,4.72,5.09,4.95,4.8,5.07,5.24,4.71,5.14,5.25,4.96,4.83,4.9,4.87,4.87
486,478,515,500,516,520,509,462,559,543,478,512,473,444,514,501,505,484,486,515,4.86,4.78,5.15,5.0,5.16,5.2,5.09,4.62,5.59,5.43,4.78,5.12,4.73,4.44,5.14,5.01,5.05,4.84,4.86,5.15
517,469,511,492,495,478,471,461,515,513,527,538,522,486,480,526,478,532,502,487,5.17,4.69,5.11,4.92,4.95,4.78,4.71,4.61,5.15,5.13,5.27,5.38,5.22,4.86,4.8,5.26,4.78,5.32,5.02,4.87
532,502,520,471,509,495,498,512,491,535,515,499,505,469,490,454,485,525,487,506,5.32,5.02,5.2,4.71,5.09,4.95,4.98,5.12,4.91,5.35,5.15,4.99,5.05,4.69,4.9,4.54,4.85,5.25,4.87,5.06
493,518,473,511,487,462,488,467,514,478,509,516,502,519,526,488,542,501,547,459,4.93,5.18,4.73,5.11,4.87,4.62,4.88,4.67,5.14,4.78,5.09,5.16,5.02,5.19,5.26,4.88,5.42,5.01,5.47,4.59
480,486,527,479,517,523,484,513,540,489,477,497,444,496,478,534,498,515,503,520,4.8,4.86,5.27,4.79,5.17,5.23,4.84,5.13,5.4,4.89,4.77,4.97,4.44,4.96,4.78,5.34,4.98,5.15,5.03,5.2
511,527,483,486,497,503,493,471,470,515,495,483,486,510,530,531,481,498,513,517,5.11,5.27,4.83,4.86,4.97,5.03,4.93,4.71,4.7,5.15,4.95,4.83,4.86,5.1,5.3,5.31,4.81,4.98,5.13,5.17
513,492,500,469,510,542,454,499,474,511,513,523,539,490,517,485,467,499,496,507,5.13,4.92,5.0,4.69,5.1,5.42,4.54,4.99,4.74,5.11,5.13,5.23,5.39,4.9,5.17,4.85,4.67,4.99,4.96,5.07
507,506,481,493,479,485,488,512,507,484,498,536,483,534,490,484,491,525,521,496,5.07,5.06,4.81,4.93,4.79,4.85,4.88,5.12,5.07,4.84,4.98,5.36,4.83,5.34,4.9,4.84,4.91,5.25,5.21,4.96
466,505,490,568,504,520,485,485,470,528,497,474,541,495,484,501,480,488,506,513,4.66,5.05,4.9,5.68,5.04,5.2,4.85,4.85,4.7,5.28,4.97,4.74,5.41,4.95,4.84,5.01,4.8,4.88,5.06,5.13
464,508,506,491,504,507,463,495,542,509,539,492,530,476,485,511,491,504,507,476,4.64,5.08,5.06,4.91,5.04,5.07,4.63,4.95,5.42,5.09,5.39,4.92,5.3,4.76,4.85,5.11,4.91,5.04,5.07,4.76
499,476,506,475,515,519,499,497,511,529,485,466,500,491,491,499,476,511,505,550,4.99,4.76,5.06,4.75,5.15,5.19,4.99,4.97,5.11,5.29,4.85,4.66,5.0,4.91,4.91,4.99,4.76,5.11,5.05,5.5
474,501,487,496,510,525,495,541,499,475,532,476,488,517,509,498,520,488,461,508,4.74,5.01,4.87,4.96,5.1,5.25,4.95,5.41,4.99,4.75,5.32,4.76,4.88,5.17,5.09,4.98,5.2,4.88,4.61,5.08
491,508,468,487,526,513,500,524,491,495,486,479,508,544,475,458,521,546,497,483,4.91,5.08,4.68,4.87,5.26,5.13,5.0,5.24,4.91,4.95,4.86,4.79,5.08,5.44,4.75,4.58,5.21,5.46,4.97,4.83
527,492,437,533,511,506,484,476,507,489,505,508,515,498,503,514,502,493,515,485,5.27,4.92,4.37,5.33,5.11,5.06,4.84,4.76,5.07,4.89,5.05,5.08,5.15,4.98,5.03,5.14,5.02,4.93,5.15,4.85
501,460,487,499,438,511,490,538,500,534,535,487,554,495,512,497,471,498,486,507,5.01,4.6,4.87,4.99,4.38,5.11,4.9,5.38,5.0,5.34,5.35,4.87,5.54,4.95,5.12,4.97,4.71,4.98,4.86,5.07
472,493,518,497,468,479,480,489,511,494,537,501,552,515,499,500,521,525,471,478,4.72,4.93,5.18,4.97,4.68,4.79,4.8,4.89,5.11,4.94,5.37,5.01,5.52,5.15,4.99,5.0,5.21,5.25,4.71,4.78
494,497,515,476,488,488,514,490,531,467,502,492,515,514,496,526,507,498,463,527,4.94,4.97,5.15,4.76,4.88,4.88,5.14,4.9,5.31,4.67,5.02,4.92,5.15,5.14,4.96,5.26,5.07,4.98,4.63,5.27
540,501,493,495,485,478,494,489,490,471,492,477,517,511,518,524,518,509,520,478,5.4,5.01,4.93,4.95,4.85,4.78,4.94,4.89,4.9,4.71,4.92,4.77,5.17,5.11,5.18,5.24,5.18,5.09,5.2,4.78
478,496,527,488,485,523,452,503,506,504,491,497,498,527,527,507,479,528,511,473,4.78,4.96,5.27,4.88,4.85,5.23,4.52,5.03,5.06,5.04,4.91,4.97,4.98,5.27,5.27,5.07,4.79,5.28,5.11,4.73
490,527,488,498,518,497,492,533,523,495,472,506,543,503,485,507,454,486,505,478,4.9,5.27,4.88,4.98,5.18,4.97,4.92,5.33,5.23,4.95,4.72,5.06,5.43,5.03,4.85,5.07,4.54,4.86,5.05,4.78
469,519,529,498,528,463,473,502,506,520,451,479,553,518,490,516,483,503,508,492,4.69,5.19,5.29,4.98,5.28,4.63,4.73,5.02,5.06,5.2,4.51,4.79,5.53,5.18,4.9,5.16,4.83,5.03,5.08,4.92
485,527,502,480,501,484,477,472,516,516,507,481,529,502,478,505,525,498,487,528,4.85,5.27,5.02,4.8,5.01,4.84,4.77,4.72,5.16,5.16,5.07,4.81,5.29,5.02,4.78,5.05,5.25,4.98,4.87,5.28
515,485,484,496,503,505,513,470,511,499,478,491,463,522,529,503,511,540,474,508,5.15,4.85,4.84,4.96,5.03,5.05,5.13,4.7,5.11,4.99,4.78,4.91,4.63,5.22,5.29,5.03,5.11,5.4,4.74,5.08
472,512,513,492,483,533,520,501,468,491,498,513,497,498,504,494,502,511,488,510,4.72,5.12,5.13,4.92,4.83,5.33,5.2,5.01,4.68,4.91,4.98,5.13,4.97,4.98,5.04,4.94,5.02,5.11,4.88,5.1
512,497,518,517,517,489,514,510,458,484,514,489,501,504,543,482,456,479,528,488,5.12,4.97,5.18,5.17,5.17,4.89,5.14,5.1,4.58,4.84,5.14,4.89,5.01,5.04,5.43,4.82,4.56,4.79,5.28,4.88
